raw_event,sample_count,phase,anchor,seconds_from_anchor
"ARM E CYCLE 3 D1 PRE INF",2,ON_TREATMENT,CYCLE_3,0
"Up Titration 1 Week 21",2,ON_TREATMENT,BASELINE,12700800
"AH Week 12: Pre",2,ON_TREATMENT,BASELINE,7257600
"VISIT1/M28",2,ON_TREATMENT,,
"Day 14 Week 2",2,ON_TREATMENT,BASELINE,1209600
"WK 8 RE-TRT 12",2,ON_TREATMENT,BASELINE,4838400
"VISIT 72",2,ON_TREATMENT,,
"Month 2 Post-treatment Follow-up visit",2,FOLLOW_UP,END_OF_TREATMENT,5184000
"Fresh Biopsy. Prior to Cycle 4.",2,PROCEDURE,,
"C6AD1",2,,,
"MONOTHERAPY12",2,,,
"MADP Day 7 4h",2,,,
"DPBX",2,,,
"C6D4",2,ON_TREATMENT,CYCLE_6,259200
"TERM",2,END_OF_TREATMENT,,
"ARM E CYCLE 1 D1 PRE INF",2,ON_TREATMENT,CYCLE_1,0
"QW C6 D1 30 MIN UNSCHED/RETEST",2,ON_TREATMENT,CYCLE_6,0
"CYCLE16_DAY5",2,ON_TREATMENT,CYCLE_16,345600
"C1D15 P1B IV",2,ON_TREATMENT,CYCLE_1,1209600
"M26",2,,,
"Week -12",2,ON_TREATMENT,BASELINE,7257600
"Cycle 40 Day 1 RCR",2,ON_TREATMENT,CYCLE_40,0
"CYCLE_2_DAY_1",2,ON_TREATMENT,CYCLE_2,0
"Sample 18",2,,,
"W9D57",2,ON_TREATMENT,BASELINE,5443200
"C3D1 30MIN",2,ON_TREATMENT,CYCLE_3,0
"BASELINE DAY1 RETEST",2,BASELINE,BASELINE,0
"S2AC10D1",2,ON_TREATMENT,CYCLE_10,0
"CYCLE_29",2,ON_TREATMENT,CYCLE_29,0
"VISIT0 - RETEST",2,ON_TREATMENT,,
"Bone Marrow Biopsy",2,PROCEDURE,,
"C14 DAY 1",2,ON_TREATMENT,CYCLE_14,0
"M29",2,,,
"Visit 44",2,ON_TREATMENT,,
"Sample 7",2,,,
"Following Treated Bleed 1 - Mobile Nursing",2,,,
"C4D1*",2,ON_TREATMENT,CYCLE_4,0
"ARM A CYCLE 7 D1",2,ON_TREATMENT,CYCLE_7,0
"UNSCH C3D1",2,UNSCHEDULED,,
"QW C1 D15",2,ON_TREATMENT,CYCLE_1,1209600
"Part II C2D1 PRE BEV",2,ON_TREATMENT,CYCLE_2,0
"UNSCHEDULED D8",2,UNSCHEDULED,,
"Retest Additional Cycle 2 Week 12",2,UNSCHEDULED,,
"Day 23 Pre-dose",2,ON_TREATMENT,BASELINE,1987200
"C4 DAY 1 30 MIN POST",2,ON_TREATMENT,CYCLE_4,0
"C3/D1",2,ON_TREATMENT,CYCLE_3,0
"Part II C11: Day 1:",2,,,
"TUMOR REGRESSION A3",2,,,
"Visit 5 Day 30 - Mobile Nursing",2,ON_TREATMENT,,
"Retreat 6 wk 24",2,ON_TREATMENT,BASELINE,14515200
"Month 31",2,ON_TREATMENT,BASELINE,80352000
"C4 D15",2,ON_TREATMENT,CYCLE_4,1209600
"Retreat 6 wk 12",2,ON_TREATMENT,BASELINE,7257600
"Survival Follow-Up Visit 12",2,FOLLOW_UP,,
"T3.10",2,,,
"Q3W C6 D1",2,ON_TREATMENT,CYCLE_6,0
"CYCLE 3 DAY 1 PREDOSE",2,ON_TREATMENT,CYCLE_3,0
"C2D1*",2,ON_TREATMENT,CYCLE_2,0
"T2.20",2,,,
"DAY 8 PRE-DOSE",2,ON_TREATMENT,BASELINE,691200
"RWK",2,,,
"B-BG C5D1",2,ON_TREATMENT,CYCLE_5,0
"V6 Predose PK Serum",2,ON_TREATMENT,,
"W105 IV",2,ON_TREATMENT,BASELINE,63504000
"Week 218",2,ON_TREATMENT,BASELINE,131846400
"EARLY WITHDRAWAL P1",2,END_OF_TREATMENT,,
"UDNAC18X",2,,,
"FU 12 WEEKS",2,FOLLOW_UP,,
"Cycle 2 Day 1* SM1/ Plasma PD Pre",2,ON_TREATMENT,CYCLE_2,0
"C7/D1 PRE",2,ON_TREATMENT,CYCLE_7,0
"CYCLE 391A",2,,,
"VISIT15",2,ON_TREATMENT,,
"Follow-up Day 14 Post Last Dose",2,FOLLOW_UP,,
"DE C8D1",2,ON_TREATMENT,CYCLE_8,0
"C12D1COM PREDOSE",2,ON_TREATMENT,CYCLE_12,0
"RETEST Visit 5",2,UNSCHEDULED,,
"WEEK24BSR2",2,ON_TREATMENT,BASELINE,14515200
"Unsched",2,UNSCHEDULED,,
"Month 58 Follow Up",2,FOLLOW_UP,END_OF_TREATMENT,150336000
"WEEK 56 POST",2,ON_TREATMENT,BASELINE,33868800
"Treatment Completion/ET SM5 MEGF0444A PK",2,END_OF_TREATMENT,,
"Sample 2",2,,,
"Day 4 Unscheduled or Retest",2,UNSCHEDULED,,
"Week 6 Day 42 Del >7",2,ON_TREATMENT,BASELINE,3628800
"Follow up Completion of Combination Therapy 54 Month",2,FOLLOW_UP,,
"Cycle 1 Day 4/5",2,ON_TREATMENT,CYCLE_1,259200
"Screening Not available SM3 PD Plasma - Aliquot 2",2,SCREENING,SCREENING,0
"Premature Withdrawal",2,END_OF_TREATMENT,,
"Visit 46",2,ON_TREATMENT,,
"C8D1COM PRE",2,ON_TREATMENT,CYCLE_8,0
"Maintenance Month 18",2,ON_TREATMENT,BASELINE,46656000
"Up Titration 1 Week 17",2,ON_TREATMENT,BASELINE,10281600
"End of C16",2,,,
"Screening SM8/ RBCL For QPCR FROZEN",2,SCREENING,SCREENING,0
"C1D1-2",2,ON_TREATMENT,CYCLE_1,0
"Period 2 Day 11",2,ON_TREATMENT,,
"Day 20 Post-dose",2,ON_TREATMENT,BASELINE,1728000
"MADP Day 2 0h",2,,,
"C1D4DE",2,ON_TREATMENT,CYCLE_1,259200
"C9/D1 PRE",2,ON_TREATMENT,CYCLE_9,0
"Day 161",2,ON_TREATMENT,BASELINE,13910400
"D1 Predose",2,ON_TREATMENT,BASELINE,86400
"On-Study Tissue",2,,,
"C2D1ABC EOI",2,ON_TREATMENT,CYCLE_2,0
"OLE Delay Dosing",2,,,
"W3D15",2,ON_TREATMENT,BASELINE,1814400
"Visit 12 Aliquot 1",2,ON_TREATMENT,,
"Unscheduled.1",2,UNSCHEDULED,,
"CAPCTDNAW19",2,ON_TREATMENT,BASELINE,11491200
"Tumor Assessment Week 66",2,ON_TREATMENT,BASELINE,39916800
"UNSCH/RETEST C34D1",2,UNSCHEDULED,,
"Follow-Up Month 18",2,FOLLOW_UP,END_OF_TREATMENT,46656000
"C7D1 30 MIN POSTDOSE",2,ON_TREATMENT,CYCLE_7,0
"W40SUPP",2,ON_TREATMENT,BASELINE,24192000
"C1/D17 OR D18",2,ON_TREATMENT,CYCLE_1,1382400
"Following Treated Bleed 9 - Mobile Nursing",2,,,
"C9D1S1",2,ON_TREATMENT,CYCLE_9,0
"206",2,,,
"Implant Post Refill Month 35 Day 1",2,PROCEDURE,,
"Part 1 Cycle 24 Day",2,,,
"UNSCHEDULED LABS.1",2,UNSCHEDULED,,
"24",2,,,
"C9D1 P1 DOUBLE",2,ON_TREATMENT,CYCLE_9,0
"P1_V1a_MADCoh1",2,,,
"SFURW4",2,ON_TREATMENT,BASELINE,2419200
"Retest Cycle 3 Day 1",2,UNSCHEDULED,,
"CYCLE10_DAY2",2,ON_TREATMENT,CYCLE_10,86400
"SM01 Archival Tumor FFPE Block Screening Biopsy Mono",2,SCREENING,SCREENING,0
"Visit 47 Week 366",2,ON_TREATMENT,BASELINE,221356800
"Retest Week 13",2,UNSCHEDULED,,
"Treatment Period 1 Cycle 4",2,ON_TREATMENT,,
"Q3W C3 D8",2,ON_TREATMENT,CYCLE_3,604800
"Group 2 Day 4",2,,,
"Cycle 7: Day 1: Pre",2,,,
"54 Month",2,ON_TREATMENT,BASELINE,139968000
"Up Titration 1 Week 25",2,ON_TREATMENT,BASELINE,15120000
"Week 1 First Visit.1",2,ON_TREATMENT,BASELINE,604800
"C14D15 -0.17H",2,ON_TREATMENT,CYCLE_14,1270800
"Post Dose",2,ON_TREATMENT,,
"Retest W5",2,UNSCHEDULED,,
"Retreat 5 wk 24",2,ON_TREATMENT,BASELINE,14515200
"C83D1",2,ON_TREATMENT,CYCLE_83,0
"DNA SM27 DNA",2,,,
"Week 49 SC",2,ON_TREATMENT,BASELINE,29635200
"C2D6",2,ON_TREATMENT,CYCLE_2,432000
"Week 104 Retest",2,ON_TREATMENT,BASELINE,62899200
"W35",2,ON_TREATMENT,BASELINE,21168000
"T4.10",2,,,
"C2/D15",2,ON_TREATMENT,CYCLE_2,1209600
"C2 DAY 15",2,ON_TREATMENT,CYCLE_2,1209600
"Implant Post Refill Month 31 Day 7",2,PROCEDURE,,
"C36D PREDOSE",2,ON_TREATMENT,,
"CYCLE_25",2,ON_TREATMENT,CYCLE_25,0
"Unscheduled7",2,UNSCHEDULED,,
"Visit 2 Day 1 SM2/PD PRE BLUE -70 FROZEN",2,ON_TREATMENT,,
"Day 7 12h  C-Low",2,ON_TREATMENT,BASELINE,604800
"C4/D1 PRE",2,ON_TREATMENT,CYCLE_4,0
"Day0",2,ON_TREATMENT,BASELINE,0
"End of C10",2,,,
"Screening Not available SM3 PD Plasma - Aliquot 1",2,SCREENING,SCREENING,0
"C3D87DAYS_POST_INFUSION",2,ON_TREATMENT,CYCLE_3,7430400
"C4D8 7_DAYS_POST_DOSE",2,ON_TREATMENT,CYCLE_4,604800
"C3D1 MEGF0444A ATA",2,ON_TREATMENT,CYCLE_3,0
"Day1 4 Hr",2,ON_TREATMENT,BASELINE,86400
"M31",2,,,
"Crossover C3XD1",2,,,
"C47D28",2,ON_TREATMENT,CYCLE_47,2332800
"Retreat Uns Visit 7",2,,,
"Day 175",2,ON_TREATMENT,BASELINE,15120000
"COURSE5",2,,,
"288-312 hour",2,,,
"Safety FU Week 20",2,FOLLOW_UP,,
"C1D8 P1B IV",2,ON_TREATMENT,CYCLE_1,604800
"RELAPSE NA",2,,,
"UNSCH/RETEST C8D1 30",2,UNSCHEDULED,,
"CYCLE20_DAY5",2,ON_TREATMENT,CYCLE_20,345600
"W4TO6MPDL",2,ON_TREATMENT,BASELINE,2419200
"Part II C3D15",2,ON_TREATMENT,CYCLE_3,1209600
"C13D15 -0.17H",2,ON_TREATMENT,CYCLE_13,1270800
"xARM B C4 D1 PRE UNSCH/RETEST",2,ON_TREATMENT,CYCLE_4,0
"ARM D CYCLE 1 D2",2,ON_TREATMENT,CYCLE_1,86400
"C28 D1 P1A",2,ON_TREATMENT,CYCLE_28,0
"MIBC TURBT Tissue",2,,,
"07M",2,,,
"Part A Week 3 Day 2",2,ON_TREATMENT,BASELINE,1814400
"Retest D141",2,UNSCHEDULED,,
"Visit 3 Day 1 - Mobile Nursing",2,ON_TREATMENT,,
"UNSCHEDULED LABS.3",2,UNSCHEDULED,,
"1LTXW5",2,ON_TREATMENT,BASELINE,3024000
"IND.THE.C9D1",2,ON_TREATMENT,CYCLE_9,0
"CAPCTDAUNS",2,,,
"Cycle 8 Day 1 Do Not Test",2,ON_TREATMENT,CYCLE_8,0
"Pooling Group 1",2,,,
"Unscheduled C7D1",2,UNSCHEDULED,,
"Cycle 3 Day 15 Sch I",2,ON_TREATMENT,CYCLE_3,1209600
"End of C9D28",2,ON_TREATMENT,CYCLE_9,2332800
"Monotherapy Phase End of Cycle 12",2,,,
"First Mainteinance Restage",2,,,
"Month 30",2,ON_TREATMENT,BASELINE,77760000
"Day 21 Week 3",2,ON_TREATMENT,BASELINE,1814400
"VISIT14",2,ON_TREATMENT,,
"Part II C7: Day 1: P",2,,,
"V02.42",2,ON_TREATMENT,,
"M23",2,,,
"SCNBX Tumor Biopsy",2,PROCEDURE,,
"Wk 24 RCR Sp",2,ON_TREATMENT,BASELINE,14515200
"ETCOL",2,,,
"Retreat 7 wk 12",2,ON_TREATMENT,BASELINE,7257600
"Pooling Group 2",2,,,
"Group 2 Day 5",2,,,
"Week 2 RO",2,ON_TREATMENT,BASELINE,1209600
"Follow Up Month 27",2,FOLLOW_UP,END_OF_TREATMENT,69984000
"Mobile Nursing Screening/Baseline Maternal",2,SCREENING,SCREENING,0
"W11D74",2,ON_TREATMENT,BASELINE,6652800
"Part II C9: Day 1: P",2,,,
"Fresh day 15",2,,,
"Tumor Assessment Week 16",2,ON_TREATMENT,BASELINE,9676800
"Cycle 25 Day 6",2,ON_TREATMENT,CYCLE_25,432000
"Day 43 Pre-dose",2,ON_TREATMENT,BASELINE,3715200
"Additional Cycle Treatment Day 1",2,ON_TREATMENT,,
"Maintenance or Observation Month 2",2,ON_TREATMENT,BASELINE,5184000
"T & T2 ONLY",2,,,
"C1_D1  PREDOSE",2,ON_TREATMENT,CYCLE_1,0
"RE-START TREAT.",2,,,
"Month 46 Follow Up",2,FOLLOW_UP,END_OF_TREATMENT,119232000
"Cycle 52 Day 22 to 28",2,ON_TREATMENT,CYCLE_52,1814400
"PART I: C10D1 -0.17H",2,ON_TREATMENT,CYCLE_10,61200
"C48D28",2,ON_TREATMENT,CYCLE_48,2332800
"ExtraPK1",2,,,
"Week 29 Day 197 - Mobile Nursing",2,ON_TREATMENT,BASELINE,17539200
"ITV Final/ET",2,,,
"Complete Response",2,,,
"D1ADDOC02",2,ON_TREATMENT,BASELINE,86400
"SV2TB",2,,,
"Day 7 2h  C-High",2,ON_TREATMENT,BASELINE,604800
"RESCREEN",2,,,
"Follow-up Month 34",2,FOLLOW_UP,END_OF_TREATMENT,88128000
"Archival-unevaluable at Ventana",2,ARCHIVAL,,
"WK 104 RE-TRT 9 (or WITHDRAWAL)",2,END_OF_TREATMENT,,
"End of C16D28",2,ON_TREATMENT,CYCLE_16,2332800
"Observation Period",2,,,
"UDNAC11X",2,,,
"Maintenance Phase End of Cycle 6",2,,,
"9M",2,,,
"WK240",2,ON_TREATMENT,BASELINE,145152000
"UNSCH/RETEST C18D1",2,UNSCHEDULED,,
"Residual Sputum",2,,,
"Screening SM6/SERUM PD ALIQ2",2,SCREENING,SCREENING,0
"Baseline RCR",2,BASELINE,BASELINE,0
"DAY 15 RE-TRT 13",2,ON_TREATMENT,BASELINE,1296000
"Week 33 Day 225 - Mobile Nursing",2,ON_TREATMENT,BASELINE,19958400
"Week 115",2,ON_TREATMENT,BASELINE,69552000
"C14A",2,,,
"RT 7 DAY 15",2,ON_TREATMENT,CYCLE_7,1209600
"Day 70",2,ON_TREATMENT,BASELINE,6048000
"2 Year Follow Up",2,FOLLOW_UP,,
"CYCLE29_DAY8",2,ON_TREATMENT,CYCLE_29,604800
"Other",2,NOT_SPECIFIED,,
"Tumor Assess W78",2,ON_TREATMENT,BASELINE,47174400
"Follow Up Month 33",2,FOLLOW_UP,END_OF_TREATMENT,85536000
"Retest D8",2,UNSCHEDULED,,
"INTERIM/ FU COMP THERAPY",2,,,
"Unscheduled Week 1",2,UNSCHEDULED,,
"CYCLE45_DAY1",2,ON_TREATMENT,CYCLE_45,0
"C17D1 -0.17H",2,ON_TREATMENT,CYCLE_17,61200
"Maintenance Phase End of Cycle 4",2,,,
"V17A",2,ON_TREATMENT,,
"Survival Follow-Up Visit 1",2,FOLLOW_UP,,
"C5D1PREDOSE",2,ON_TREATMENT,CYCLE_5,0
"Cycle 22 Day 1 Predose",2,ON_TREATMENT,CYCLE_22,0
"SM9/ ARCHIVAL PREDOSE.",2,ARCHIVAL,,
"WEEK 24 PK & BIOMARKERS",2,ON_TREATMENT,BASELINE,14515200
"Cycle 8 Day 4",2,ON_TREATMENT,CYCLE_8,259200
"Cycle 1 Day 8 (Arm AB)",2,ON_TREATMENT,CYCLE_1,604800
"Cycle 2 Day 25",2,ON_TREATMENT,CYCLE_2,2073600
"Cycle 7 Day 1 Sch II",2,ON_TREATMENT,CYCLE_7,0
"28 Days F/U",2,,,
"FU 228 WEEKS",2,FOLLOW_UP,,
"FU WEEK 132",2,FOLLOW_UP,,
"WK 8 RE-TRT 1",2,ON_TREATMENT,BASELINE,4838400
"DAY1 RE-TRT 13",2,ON_TREATMENT,BASELINE,86400
"UNSCHEDULED*",2,UNSCHEDULED,,
"RE-TRT 1",2,ON_TREATMENT,,
"Up Titration 1 Week 29",2,ON_TREATMENT,BASELINE,17539200
"Tumor Assessment Week 78",2,ON_TREATMENT,BASELINE,47174400
"Visit 43 Week 296",2,ON_TREATMENT,BASELINE,179020800
"BW16",2,ON_TREATMENT,BASELINE,9676800
"SAD DAY 5",2,,,
"predose_PMA 2+",2,ON_TREATMENT,,
"C1D2DE",2,ON_TREATMENT,CYCLE_1,86400
"V5.2",2,ON_TREATMENT,,
"Postdose",2,ON_TREATMENT,,
"Mobile Nursing Visits 2-3/Maternal",2,,,
"Visit 49 Week 352",2,ON_TREATMENT,BASELINE,212889600
"AWEEK28",2,ON_TREATMENT,BASELINE,16934400
"Retreat 6 wk 4",2,ON_TREATMENT,BASELINE,2419200
"C8D1 Predose",2,ON_TREATMENT,CYCLE_8,0
"Visit 6 Day 60 - Mobile Nursing",2,ON_TREATMENT,,
"Archival Day -308",2,ARCHIVAL,,
"CAL3",2,,,
"WEEK_333_ON_TX",2,ON_TREATMENT,BASELINE,201398400
"Cycle 34 Day 2",2,ON_TREATMENT,CYCLE_34,86400
"Part A Week 7 Day 1",2,ON_TREATMENT,BASELINE,4233600
"Visit 5/Infant",2,ON_TREATMENT,,
"WEEK 3 (DOSE 5)",2,ON_TREATMENT,BASELINE,1814400
"U01",2,,,
"Pooling Group 6",2,,,
"Unscheduled 8",2,UNSCHEDULED,,
"CYCLE 16 DAY 1 PREDOSE",2,ON_TREATMENT,CYCLE_16,0
"Week 12 Day 79",2,ON_TREATMENT,BASELINE,7257600
"Unsch",2,UNSCHEDULED,,
"DISC*",2,,,
"UNSCH/RETEST ARCHIVA",2,UNSCHEDULED,,
"Visit 3 ALIQUOT 1",2,ON_TREATMENT,,
"Safety FU",2,FOLLOW_UP,,
"Safety Follow Up Week 12 Retest",2,FOLLOW_UP,END_OF_TREATMENT,7257600
"Tumor Assess W86",2,ON_TREATMENT,BASELINE,52012800
"UDNAC17X",2,,,
"C15D1A",2,ON_TREATMENT,CYCLE_15,0
"240-264 hour",2,,,
"C11D1E",2,ON_TREATMENT,CYCLE_11,0
"Supplemental Week 40B",2,ON_TREATMENT,BASELINE,24192000
"EOS/Early Term",2,,,
"UNEXPECTED",2,,,
"DISCEX",2,,,
"C6D1 -0.17H",2,ON_TREATMENT,CYCLE_6,61200
"Early Termination Week 60",2,END_OF_TREATMENT,,
"End of C20",2,,,
"Mobile Nursing Visit 4/Infant",2,,,
"24-48 hour",2,,,
"C1 DAY 22",2,ON_TREATMENT,CYCLE_1,1814400
"9 Month Follow Up",2,FOLLOW_UP,,
"TX_EARLY_WD_A",2,,,
"C21 D1 PRE P1B SC",2,ON_TREATMENT,CYCLE_21,0
"CYCLE43_DAY1",2,ON_TREATMENT,CYCLE_43,0
"C56D1B",2,ON_TREATMENT,CYCLE_56,0
"C7/D1 30 MIN",2,ON_TREATMENT,CYCLE_7,0
"UNSCH/RETEST C12D1",2,UNSCHEDULED,,
"Cycle 4 Day 21",2,ON_TREATMENT,CYCLE_4,1728000
"FU_WEEK65",2,FOLLOW_UP,,
"M32",2,,,
"UNS 30MIN POST",2,,,
"WEEK 56 RESC",2,ON_TREATMENT,BASELINE,33868800
"MADP Day 1 0h",2,,,
"Visit 2 Day 1 SM2/PD PRE GREEN -70 FROZEN",2,ON_TREATMENT,,
"Pooling Group 7",2,,,
"Retest W12",2,UNSCHEDULED,,
"Arch",2,,,
"Archival SCRNTISSUE",2,ARCHIVAL,,
"FOLLOW-UP_DAY168",2,FOLLOW_UP,,
"Cycle 1: Day 5: 96hr",2,,,
"Termination",2,,,
"Loss of Clinical Benefit",2,,,
"Visit 45 Week 310",2,ON_TREATMENT,BASELINE,187488000
"Follow-up Visit Month 15",2,FOLLOW_UP,END_OF_TREATMENT,38880000
"Sample 6",2,,,
"Screening, Cycle: 1",2,SCREENING,SCREENING,0
"C12D28",2,ON_TREATMENT,CYCLE_12,2332800
"BPB-UN1",2,,,
"R1",2,,,
"Cycle 13",2,ON_TREATMENT,CYCLE_13,0
"Screening, D-1",2,SCREENING,SCREENING,0
"P2B Unscheduled",2,UNSCHEDULED,,
"Follow Up Week 9",2,FOLLOW_UP,END_OF_TREATMENT,5443200
"P2B Early Terminatio",2,,,
"End of C14",2,,,
"Part 1 Cycle 33 Day 1",2,ON_TREATMENT,CYCLE_33,0
"WEEK 8 / 48",2,ON_TREATMENT,BASELINE,4838400
"Mandatory Biopsy",2,PROCEDURE,,
"Visit 14 Aliquot 1",2,ON_TREATMENT,,
"UNSCH/RETEST C2D1 30",2,UNSCHEDULED,,
"C16D15 -0.17H",2,ON_TREATMENT,CYCLE_16,1270800
"DAY 308 VISIT 14A",2,ON_TREATMENT,BASELINE,26611200
"UNSCH C8XD1",2,UNSCHEDULED,,
"Cycle 2 Day 15 Sch I",2,ON_TREATMENT,CYCLE_2,1209600
"C18 D1 PRE P1B SC",2,ON_TREATMENT,CYCLE_18,0
"SM01 Archival Tumor FFPE Block. Screening Biopsy Mono.",2,SCREENING,SCREENING,0
"Cycle 14 Day 1 Predose",2,ON_TREATMENT,CYCLE_14,0
"M6D0",2,,,
"Group 2 Day 15",2,,,
"C2D1 PRE",2,ON_TREATMENT,CYCLE_2,0
"M20",2,,,
"Pre Biopsy",2,PROCEDURE,,
"C14D28",2,ON_TREATMENT,CYCLE_14,2332800
"Pooling Group 15",2,,,
"EXCISON",2,,,
"Tumor Assessment Week 19",2,ON_TREATMENT,BASELINE,11491200
"Cycle 22 Day 8",2,ON_TREATMENT,CYCLE_22,604800
"Cycle 79 Day 3",2,ON_TREATMENT,CYCLE_79,172800
"DAY 15 R-TRT IN",2,ON_TREATMENT,BASELINE,1296000
"ARM C CYCLE 1 D8",2,ON_TREATMENT,CYCLE_1,604800
"FU WEEK 120",2,FOLLOW_UP,,
"Infusion Related Reaction or Dose Limiting Toxicology",2,ON_TREATMENT,,
"Retest WEEK5",2,UNSCHEDULED,,
"Day 17 Pre-dose",2,ON_TREATMENT,BASELINE,1468800
"Cycle 17 Day 8",2,ON_TREATMENT,CYCLE_17,604800
"C4D1COM",2,ON_TREATMENT,CYCLE_4,0
"Unscheduled or Retest Week 76",2,UNSCHEDULED,,
"C5D15 -0.17H",2,ON_TREATMENT,CYCLE_5,1270800
"Tau PET Scan Visit 2",2,,,
"Day3",2,ON_TREATMENT,BASELINE,259200
"V02.62",2,ON_TREATMENT,,
"Treatment Period 1 Cycle 2",2,ON_TREATMENT,,
"Follow Up 2 Week 164",2,FOLLOW_UP,END_OF_TREATMENT,99187200
"AETD",2,,,
"Post treatment visit 18",2,FOLLOW_UP,,
"Visit 45 Week 316",2,ON_TREATMENT,BASELINE,191116800
"THIRDLINE4",2,,,
"Day 1 Additional Treatment Cycle 1",2,ON_TREATMENT,BASELINE,86400
"Early Termination Week 104",2,END_OF_TREATMENT,,
"Tumor Assess W95",2,ON_TREATMENT,BASELINE,57456000
"WEEK180-ON-TX",2,ON_TREATMENT,BASELINE,108864000
"Follow-up Month 32",2,FOLLOW_UP,END_OF_TREATMENT,82944000
"Primary Predose",2,ON_TREATMENT,,
"PIB01MPT",2,,,
"Day 792",2,ON_TREATMENT,BASELINE,68428800
"B-cell Monitoring Visit 7",2,,,
"Part 1 Cycle 36 Day 1",2,ON_TREATMENT,CYCLE_36,0
"UNSCH C4XD1",2,UNSCHEDULED,,
"21 FU 156 WEEKS",2,,,
"SM Q2W C3D1",2,ON_TREATMENT,CYCLE_3,0
"FU 216",2,FOLLOW_UP,,
"UNSCH C5D1",2,UNSCHEDULED,,
"Day 7 0h  D-High",2,ON_TREATMENT,BASELINE,604800
"Follow-up Month 22",2,FOLLOW_UP,END_OF_TREATMENT,57024000
"M14",2,,,
"Follow-up Month 11",2,FOLLOW_UP,END_OF_TREATMENT,28512000
"LTE Dose 1 Day 2",2,ON_TREATMENT,,
"WK 72 RE-TRT",2,ON_TREATMENT,BASELINE,43545600
"CS142597A<2",2,,,
"Cycle 1 Day 2 Arm C",2,ON_TREATMENT,CYCLE_1,86400
"C10D28",2,ON_TREATMENT,CYCLE_10,2332800
"FUT12D2",2,,,
"CYCLE 17 DAY 1",2,ON_TREATMENT,CYCLE_17,0
"UNS PREDOSE",2,ON_TREATMENT,,
"Cycle 1 Day 29-42",2,ON_TREATMENT,CYCLE_1,2419200
"C75D1",2,ON_TREATMENT,CYCLE_75,0
"Infusion Related Reaction Cycle 3 Day 1",2,ON_TREATMENT,CYCLE_3,0
"Day 15 Post-dose 4 hrs",2,ON_TREATMENT,BASELINE,1296000
"WK 104 RE-TRT 7 (or WD)",2,ON_TREATMENT,BASELINE,62899200
"ET Day 1-139",2,,,
"Cycle 34 Day 1 Predose",2,ON_TREATMENT,CYCLE_34,0
"Retest GLUCOSE TIMED",2,UNSCHEDULED,,
"FU.YEAR 1",2,ON_TREATMENT,BASELINE,31536000
"Day 8/ET",2,ON_TREATMENT,BASELINE,691200
"WEEK 3 (DOSE 4)",2,ON_TREATMENT,BASELINE,1814400
"C6D1 30MIN(A3)",2,ON_TREATMENT,CYCLE_6,0
"Week 8 Retest",2,ON_TREATMENT,BASELINE,4838400
"C1D11-12",2,ON_TREATMENT,CYCLE_1,864000
"Bx Response Blood",2,,,
"C15/D1 30 MIN",2,ON_TREATMENT,CYCLE_15,0
"Cycle 1 Day 8 Retest",2,ON_TREATMENT,CYCLE_1,604800
"ARM F CYCLE 16 D1 PRE",2,ON_TREATMENT,CYCLE_16,0
"UNSCH/RETEST C36D1",2,UNSCHEDULED,,
"Part 1 MAD Day 11",2,,,
"S1C2D15",2,ON_TREATMENT,CYCLE_2,1209600
"Month 87 Follow Up",2,FOLLOW_UP,END_OF_TREATMENT,225504000
"C03D1",2,ON_TREATMENT,CYCLE_3,0
"Week 2 Day 3 (Stage II)",2,ON_TREATMENT,BASELINE,1209600
"Tumor Assessment Week 64",1,ON_TREATMENT,BASELINE,38707200
"C23D1 -0.17H",1,ON_TREATMENT,CYCLE_23,61200
"Q3W C11 D1 30MIN UNSCHED/RETEST",1,ON_TREATMENT,CYCLE_11,0
"C6D1 PREDOSE(A3)",1,ON_TREATMENT,CYCLE_6,0
"WEEK 3 BLOOD BM",1,ON_TREATMENT,BASELINE,1814400
"Sample 8",1,,,
"LTFU6",1,,,
"C21 D1 P1A",1,ON_TREATMENT,CYCLE_21,0
"ANTHRACYCLINE_1",1,,,
"Unscheduled C1D1 Arm A",1,UNSCHEDULED,,
"Q3W C1 D3",1,ON_TREATMENT,CYCLE_1,172800
"BRETD",1,,,
"CYCLE 3 WEEK 10",1,ON_TREATMENT,BASELINE,6048000
"W160SUPP",1,ON_TREATMENT,BASELINE,96768000
"Unscheduled SM6/ Plasma PD Pre FROZEN ALQ1",1,UNSCHEDULED,,
"Cycles 7 and Greater Day 1 C10D1 - PRE",1,ON_TREATMENT,CYCLE_10,0
"210",1,,,
"Discontinuation Dose Escalation",1,END_OF_TREATMENT,,
"Sample 19",1,,,
"M28",1,,,
"SDDV Actual",1,,,
"Screening Day -28 to",1,SCREENING,SCREENING,0
"WEEK17",1,ON_TREATMENT,BASELINE,10281600
"Day 4 0h C-High",1,ON_TREATMENT,BASELINE,345600
"Week 26 Day 1 Prior to dose",1,ON_TREATMENT,BASELINE,15724800
"Part A Week 12 Day 7",1,ON_TREATMENT,BASELINE,7257600
"2 Month",1,ON_TREATMENT,BASELINE,5184000
"UNSCH C17D1",1,UNSCHEDULED,,
"xARMA C3D1 30M POST BEVA UNSCH/RETEST",1,ON_TREATMENT,CYCLE_3,0
"Cycle 40 Day 22 to 28",1,ON_TREATMENT,CYCLE_40,1814400
